the_geom,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
POINT (-73.98608133756916 40.66083020420931),DYCD764,DYCD,OST,800-246-4646,YMCA of Greater New York/Prospect Park,131624228,(718) 768-7100,15K010,"MAGNET SCH. OF MATH, SCI. AND DESIGN TECHNOLOGY (K010)",511,7 AVENUE,Brooklyn,11215,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - YMCA of Greater NY/Prospect Park,511 7 Avenue,"Brooklyn, NY 11215"
POINT (-74.1270564954032 40.63078527366591),DYCD765,DYCD,OST,800-246-4646,YMCA of Greater New York/Staten Island YMCA,131624228,(718) 273-4036,31R019,PS 019 THE CURTIS SCHOOL (R019),780,POST AVENUE,Staten Island,10310,School,110,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,110,Yes,Yes,Yes,OST - YMCA of Greater NY/Staten Island,780 Post Avenue,"Staten Island, NY 10310"
POINT (-73.94169780818585 40.79241379485583),DYCD766,DYCD,OST,800-246-4646,YMCA of Greater New York/Vanderbilt,131624228,(917) 575-3198,04M012,YMCA TAG YOUNG SCHOLARS (M012),240,EAST 109 STREET,Manhattan,10029,School,135,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,135,Yes,Yes,Yes,OST - YMCA of Greater NY/Vanderbilt,240 East 109th Street,"Manhattan, NY 10029"
POINT (-73.96598035553029 40.802620791236706),DYCD767,DYCD,OST,800-246-4646,YMCA of Greater New York/West Side,131624228,(212) 875-4138,03M165,PS 165 ROBERT E SIMON (M165),234,WEST 109 STREET,Manhattan,10025,School,135,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,135,Yes,Yes,Yes,OST - YMCA of Greater NY/West Side,234 West 109 Street,"Manhattan, NY 10025"
POINT (-74.01859103262565 40.62380131268663),DYCD768,DYCD,OST,800-246-4646,"Young Dancers In Repertory, Inc.",,(347) 702-7155,20K127,PS 127 - McKinley Park,7805,7th Avenue,Brooklyn,11228,School,110,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,110,Yes,Yes,Yes,OST - Young Dancers in Repertory,7805 7th Avenue,"Brooklyn, NY 11228"
POINT (-73.96162334435392 40.58659142638571),DYCD769,DYCD,OST,800-246-4646,YWCA of the City of New York (Main Branch),,(917) 442-6990,21K209,PS 209 MARGARET MEAD (K209),2609,EAST 7 STREET,Brooklyn,11235,School,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,Yes,Yes,Yes,OST - YWCA of the City of NY,2609 East 7 Street,"Brooklyn, NY 11235"
POINT (-73.98008413030632 40.578079636227564),DYCD770,DYCD,OST,800-246-4646,YWCA of the City of New York (Main Branch),,(212) 735-9766,21K090,PS 90 EDNA COHEN SCHOOL (K090),2840,WEST 12 STREET,Brooklyn,11224,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - YWCA of the City of NY,2840 West 12 Street,"Brooklyn, NY 11224"
POINT (-73.93930732010996 40.675894955935576),DYCD720,DYCD,OST,800-246-4646,"Ralph Lincoln Service Center, Inc.",112508257,718-604-1358,17K625,HS 625 Paul Robeson High School,150,Albany Avenue,Brooklyn,11213,School,100,no,yes,unknown,unknown,No,yes,No,Full-time,100,yes,yes,yes,OST - Ralph Lincoln Service Center,150 Albany Avenue,"Brooklyn, NY 11213"
POINT (-73.82400100347074 40.58647597580496),DYCD721,DYCD,OST,800-246-4646,Rockaway Development & Revitalization Corporation,112575794,718-327-5300,27Q410,Beach Channel High School,100-00,Beach Channel Drive,Queens,11694,School,180,no,yes,unknown,unknown,No,No,Yes,Part-time,180,no,no,no,OST - Rockaway Dev. & Revitalization,100-00 Beach Channel Drive,"Queens, NY 11694"
POINT (-73.93927908685247 40.815556559432665),DYCD722,DYCD,OST,800-246-4646,Salvation Army Community Center,,(212) 862-3900,,Harlem Temple Community Center,540,Lenox Av.,Manhattan,10037,Center,99,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,99,Yes,Yes,Yes,OST - Salvation Army Comm. Center,540 Lenox Av.,"Manhattan, NY 10037"
POINT (-73.77696835306782 40.72439640232657),DYCD723,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q178,PS 178 HOLLISWOOD (Q178),189-10,RADNOR ROAD,Queens,11423,School,90,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,90,Yes,Yes,Yes,OST - Samuel Field YM & YWHA,189-10 Radnor Road,"Queens, NY 11423"
POINT (-73.72162002388912 40.74960124165128),DYCD724,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q186,PS 186 CASTLEWOOD (Q186),252-12,72 AVENUE,Queens,11426,School,90,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,90,Yes,Yes,Yes,OST - Samuel Field YM & YWHA,252-12 72 Avenue,"Queens, NY 11426"
POINT (-73.94975851404973 40.72638901912695),DYCD725,DYCD,OST,800-246-4646,School Settlement Association,,(718) 599-9224,14K034,PS 034 OLIVER H PERRY (K034),131,NORMAN AVENUE,Brooklyn,11222,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - School Settlement,131 Norman Avenue,"Brooklyn, NY 11222"
POINT (-73.89474696480345 40.662257918614365),DYCD726,DYCD,OST,800-246-4646,SCO Family of Services,112777066,(718) 272-8371,19K311,MS 311 / Essence School,590,SHEFFIELD AVENUE,Brooklyn,11207,School,150,no,yes,unknown,unknown,No,yes,No,Full-time,150,yes,yes,yes,OST - SCO Family of Services,590 Sheffield Avenue,"Brooklyn, NY 11207"
POINT (-74.0196309835242 40.64211504684894),DYCD727,DYCD,OST,800-246-4646,SCO Family of Services,112777066,(718) 439-5986,20K506,PS 506 School of Journalism and Technology,330,59 STREET,Brooklyn,11220,School,80,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,80,Yes,Yes,Yes,OST - SCO Family of Services,330 59 Street,"Brooklyn, NY 11220"
POINT (-73.9224275869581 40.68534673112606),DYCD728,DYCD,OST,800-246-4646,SCO Family of Services,112777066,(718) 455-1166,16K005,PS 005 DR. RONALD MCNAIR (K005),820,HANCOCK STREET,Brooklyn,11233,School,175,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,175,Yes,Yes,Yes,OST - SCO Family of Services,820 Hancock Street,"Brooklyn, NY 11233"
POINT (-73.93456383739738 40.69297615665396),DYCD729,DYCD,OST,800-246-4646,SCO Family of Services,112777066,(718) 602-6082,16K081,PS 081 THADDEUS STEVENS (K081),990,DEKALB AVENUE,Brooklyn,11221,School,175,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,175,Yes,Yes,Yes,OST - SCO Family of Services,990 Dekalb Avenue,"Brooklyn, NY 11221"
POINT (-73.95599345038342 40.580055489740516),DYCD730,DYCD,OST,800-246-4646,Shorefront YM-YWHA,113070228,(347) 274-3417,21K225,P.S. 225 THE EILEEN E ZAGLIN (K225),1075,OCEAN VIEW AVENUE,Brooklyn,11235,School,140,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,140,Yes,Yes,Yes,OST - Shorefront YM-YWHA,1075 Ocean View Avenue,"Brooklyn, NY 11235"
POINT (-73.81124141330876 40.665274131523205),DYCD731,DYCD,OST,800-246-4646,South Asian Youth Action,,(347) 272-0740,27Q124,PS 124 OSMOND A CHURCH (Q124),129-15,150 AVENUE,Queens,11420,School,110,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,110,Yes,Yes,Yes,OST - South Asian Youth Action,129-15 150 Avenue,"Queens, NY 11420"
POINT (-73.96576458842671 40.641540823496406),DYCD732,DYCD,OST,800-246-4646,"Sports And Arts In Schools Foundation, Inc.",113112635,718-469-4395,22K139,Alexine A. Fenty ES,330,Rugby Road,Brooklyn,11226,school,100,yes,yes,unknown,unknown,yes,no,no,Full-time,100,yes,yes,yes,OST - Sports And Arts In Schools Foundation,330 Rugby Road,"Brooklyn, NY 11226"
POINT (-74.00491964603641 40.6530349040419),DYCD733,DYCD,OST,800-246-4646,"Sports And Arts In Schools Foundation, Inc.",113112635,(718) 832-9366,15K024,PS 024 (K024),427,38 STREET,Brooklyn,11232,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Sports And Arts In Schools Foundation,427 38 Street,"Brooklyn, NY 11232"
POINT (-73.98975308428595 40.76589293834303),DYCD734,DYCD,OST,800-246-4646,"Sports And Arts In Schools Foundation, Inc.",113112635,(212) 582-7420,02M111,PS 111 ADOLPH S OCHS (M111),440,WEST 53 STREET,Manhattan,10019,School,80,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,80,Yes,Yes,Yes,OST - Sports And Arts In Schools Foundation,440 West 53 Street,"Manhattan, NY 10019"
POINT (-73.88709727731903 40.83438721125105),DYCD735,DYCD,OST,800-246-4646,"Sports And Arts In Schools Foundation, Inc.",113112635,718-589-7284,12X050,PS 50,1550,Vyse Ave,Bronx,10460,school,100,yes,yes,unknown,unknown,yes,no,no,Full-time,100,yes,yes,yes,OST - Sports And Arts In Schools Foundation,1550 Vyse Avenue,"Bronx, NY 10460"
POINT (-73.80954456928482 40.79210425830024),DYCD736,DYCD,OST,800-246-4646,"Sports and Arts In Schools Foundation, Inc.",113112635,(718) 309-3019,25Q193,PS 193 ALFRED J KENNEDY (Q193),152-20,11 AVENUE,Queens,11357,School,65,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,65,Yes,Yes,Yes,OST - Sports And Arts In Schools Foundation,152-20 11 Avenue,"Queens, NY 11357"
POINT (-73.8306307373074 40.88286865639794),DYCD737,DYCD,OST,800-246-4646,"Sports and Arts In Schools Foundation, Inc.",113112635,(347) 417-8159,11X189,Cornerstone Academy for Social Justice (x189),3441,Steenwick Avenue,Bronx,10475,School,80,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,80,Yes,Yes,Yes,OST - Sports And Arts In Schools Foundation,3441 Steenwick Avenue,"Bronx, NY 10475"
POINT (-73.94691721509511 40.71083386869041),DYCD738,DYCD,OST,800-246-4646,St. Nicholas Neighborhood Preservation Corporation,510192170,(718) 599-9224,14K018,PS 018 EDWARD BUSH (K018),101,MAUJER STREET,Brooklyn,11206,School,75,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,75,Yes,Yes,Yes,OST - St. Nicholas Neighborhood Preservation,101 Maujer Street,"Brooklyn, NY 11206"
POINT (-73.94476952782516 40.70972102403572),DYCD739,DYCD,OST,800-246-4646,St. Nicholas Neighborhood Preservation Corporation,510192170,718-599-9224,14K049,William Gaynor School,223,Graham Avenue,Brooklyn,11206,school,100,no,yes,unknown,unknown,no,no,yes,Part-time,100,yes,yes,yes,OST - St. Nicholas Neighborhood Preservation,223 Graham Avenue,"Brooklyn, NY 11206"
POINT (-73.95480544134021 40.709946136902126),DYCD740,DYCD,OST,800-246-4646,St. Nicholas Neighborhood Preservation Corporation,510192170,(718) 599-9224,14K019,St Nicholas/PS 19,325,South 3rd Street,Brooklyn,11211,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,yes,yes,yes,OST - St. Nicholas Neighborhood Preservation,325 South 3rd Street,"Brooklyn, NY 11211"
POINT (-73.9301531800958 40.79679518905473),DYCD741,DYCD,OST,800-246-4646,"Stanley M. Isaacs Neighborhood Center, Inc.",,(212) 860-5868,04M112,PS 112 JOSE CELSO BARBOSA (M112),535,EAST 119 STREET,Manhattan,10035,School,135,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,135,Yes,Yes,Yes,OST - Stanley M. Issacs Neighborhood Ctr.,535 East 119 Street,"Manhattan, NY 10035"
POINT (-73.92656673633188 40.73991303292781),DYCD742,DYCD,OST,800-246-4646,"Sunnyside Community Service, Inc.",510189327,(718) 786-6958,24Q199,PS 199 MAURICE A FITZGERALD (Q199),39-20,48 AVENUE,Queens,11104,School,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,Yes,Yes,Yes,OST - Sunnyside Comm. Service,39-20 48Th Avenue,"Queens, NY 11104"
POINT (-73.9049446247324 40.83599296044242),DYCD743,DYCD,OST,800-246-4646,Supportive Childrens Advocacy Network (SCAN),132912963,(718) 681-6227,09X055,PS 055 BENJAMIN FRANKLIN (X055),450,SAINT PAULS PLACE,Bronx,10456,School,218,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,218,Yes,Yes,Yes,OST - SCAN,450 Saint Pauls Place,"Bronx, NY 10456"
POINT (-73.98161653558135 40.73517141169805),DOE_DYCD470,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,02M040,PS 40,319,East 19th Street,Manhattan,10003,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,319 East 19th Street,"Manhattan, NY 10003"
POINT (-73.98554419089093 40.711350717204645),DOE_DYCD467,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,01M137,PS 137,327,Cherry Street,Manhattan,10002,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,327 Cherry Street,"Manhattan, NY 10002"
POINT (-73.98872669482265 40.7612398256815),DOE_DYCD473,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,02M212,PS 212,328,West 48th Street,Manhattan,10036,School,50,No,Yes,No,No,Yes,No,No,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,328 West 48th Street,"Manhattan, NY 10036"
POINT (-73.91534115814149 40.678001360149736),DOE_DYCD72,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K271,IS 271,1137,Herkimer Street,Brooklyn,11233,School,0,yes,no,unknown,unknown,no,yes,No,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,1137 Herkimer Street,"Brooklyn, NY 11233"
POINT (-73.92388833086633 40.66621078226402),DOE_DYCD79,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K697,Teachers Preparatory HS,1150,East New York Avenue,Brooklyn,11212,School,0,yes,no,unknown,unknown,no,No,yes,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,1150 East New York Avenue,"Brooklyn, NY 11212"
POINT (-73.90871167099384 40.67760978023179),DOE_DYCD66,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K155,PS 155,1355,Herkimer Street,Brooklyn,11233,School,0,yes,no,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,1355 Herkimer Street,"Brooklyn, NY 11233"
POINT (-73.91327520513974 40.67448572346948),DOE_DYCD63,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K055,Oceanhill-Brownsville School,2021,Bergen Street,Brooklyn,11233,School,0,yes,no,unknown,unknown,Yes,No,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,2021 Bergen Street,"Brooklyn, NY 11233"
POINT (-73.85767627575814 40.82912056495247),DOE_DYCD96,DOE,21st Century,212-374-5472,Sports & Arts in Schools Foundation,113112635,718-786-7110,08X125,IS 125,1111,Pugsley Avenue,Bronx,10472,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Sports & Arts in Schools Foundation,1111 Pugsley Avenue,"Bronx, NY 10472"
POINT (-73.8898990068319 40.84387817942052),DOE_DYCD98,DOE,21st Century,212-374-5472,Sports & Arts in Schools Foundation,113112635,718-786-7110,12X211,IS 211,1919,Prospect Avenue,Bronx,10457,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Sports & Arts in Schools Foundation,1919 Prospect Avenue,"Bronx, NY 10457"
POINT (-73.83655327584351 40.86418888420648),DOE_DYCD97,DOE,21st Century,212-374-5472,Sports & Arts in Schools Foundation,113112635,718-786-7110,11X144,MS 144,2545,Gunther Avenue,Bronx,10469,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Sports & Arts in Schools Foundation,2545 Gunther Avenue,"Bronx, NY 10469"
POINT (-74.01600838139996 40.7054665961345),DOE_DYCD99,DOE,21st Century,212-374-5472,Sports & Arts in Schools Foundation (CSD 18),113112635,718-786-7110,84M707,John V. Lindsay Wildcat Academy,17,Battery Place,Manhattan,10004,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Sports & Arts in Schools Foundation,17 Battery Place,"Manhattan, NY 10004"
POINT (-73.9412861546886 40.834784689482156),DOE_DYCD482,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,06M004,PS 4,500,West 160 Street,Manhattan,10031,School,60,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,500 West 160 Street,"Manhattan, NY 10032"
POINT (-73.94757744259982 40.69435520067466),DOE_DYCD445,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,14K023,PS 23,545,Willoughby Ave,Brooklyn,11206,School,30,No,Yes,No,No,Yes,No,No,Full-time,30,yes,yes,yes,Virtual Y - YMCA of Greater NY,545 Willoughby Ave,"Brooklyn, NY 11206"
POINT (-73.97841801596891 40.72762100404736),DOE_DYCD468,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,01M361,PS 361,610,East 12th Street,Manhattan,10009,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,610 East 12th Street,"Manhattan, NY 10009"
POINT (-73.88170501604522 40.825853765464636),DYCD21,DYCD,OST,800-246-4646,East Bronx NAACP Day Care Center,,718-617-2900,,East Bronx NAACP Day Care Ctr.,1113,Colgate Avenue,Bronx,10472,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Bronx NAACP Day Care Center,1113 Colgate Avenue,"Bronx, NY 10472"
POINT (-73.98975043451141 40.60635523243329),DYCD24,DYCD,OST,800-246-4646,Edith and Carl Marks Jewish Community House of Bensonhurst,,718-331-6800,,Edith & Carl Marks Jewish Comm. House of Bensonhurst,7802,Bay Parkway,Brooklyn,11214,center,0,no,yes,unknown,unknown,yes,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - Edith and Carl Marks Jewish Comm. House of Bensonhurst,7802 Bay Parkway,"Brooklyn, NY 11214"
POINT (-73.7764129051049 40.714188902699405),DYCD26,DYCD,OST,800-246-4646,"Filipino American Human Services, Inc.",,718-883-1295,,Philippine American Ctr.,185-14,Hillside Avenue,Queens,11432,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Filipino American Human Services,185-14 Hillside Avenue,"Queens, NY 11432"
POINT (-73.95598697778284 40.65611577339258),DYCD27,DYCD,OST,800-246-4646,"Flatbush Action Community Day Care Center, Inc.",,718-693-9891,,Flatbush Action Comm. Day Care Ctr.,525,Parkside Avenue,Brooklyn,11226,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Flatbush Action Comm. Day Care Center,525 Parkside Avenue,"Brooklyn, NY 11226"
POINT (-74.0835203472129 40.611121837663255),DOE_DYCD509,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,31R057,PS 57,140,Palma Drive,Staten Island,10304,School,200,No,Yes,No,No,Yes,No,No,Full-time,200,yes,yes,yes,Virtual Y - YMCA of Greater NY,140 Palma Drive,"Staten Island, NY 10304"
POINT (-73.76145363341155 40.59398619749845),DOE_DYCD503,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,27Q256,PS 256,160,Beach 29th Street,Queens,11691,School,24,No,Yes,No,No,Yes,No,No,Full-time,24,yes,yes,yes,Virtual Y - YMCA of Greater NY,160 Beach 29th Street,"Queens, NY 11691"
POINT (-73.9606074305631 40.68474051997478),DOE_DYCD442,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,13K056,PS 56,170,Gates Ave.,Brooklyn,11238,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,170 Gates Ave.,"Brooklyn, NY 11238"
POINT (-73.94152587718287 40.79738726307839),DOE_DYCD475,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,04M057,PS 57,176,East 115th Street,Manhattan,10029,School,60,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,176 East 115th Street,"Manhattan, NY 10029"
POINT (-73.92565819399083 40.8082024808755),DOE_DYCD429,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,07X154,PS 154,333,East 135th Street,Bronx,10454,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,333 East 135th Street,"Bronx, NY 10454"
POINT (-73.97448989485774 40.6083972170969),DOE_DYCD462,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,21K177,PS 177,346,Avenue P,Brooklyn,11204,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,346 Avenue P,"Brooklyn, NY 11204"
POINT (-73.93907640796954 40.78972540457712),DOE_DYCD477,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,04M146,PS 146,421,East 106th Street,Manhattan,10029,School,60,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,421 East 106th Street,"Manhattan, NY 10029"
POINT (-73.9409845908659 40.78563483857538),DOE_DYCD474,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,04M050,PS 50,433,East 100th Street,Manhattan,10029,School,60,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,433 East 100th Street,"Manhattan, NY 10029"
POINT (-73.9632998426509 40.71486958166744),DOE_DYCD446,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,14K084,PS 84,250,Berry Street,Brooklyn,11211,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,250 Berry Street,"Brooklyn, NY 11211"
POINT (-73.91793612065636 40.8275606008772),DOE_DYCD435,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,09X035,PS 35,261,East 163rd Street,Bronx,10451,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,261 East 163rd Street,"Bronx, NY 10451"
POINT (-74.00019850076987 40.74900430031563),DOE_DYCD469,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,02M033,PS 33,281,Ninth Avenue,Manhattan,10001,School,50,No,Yes,No,No,Yes,No,No,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,281 Ninth Avenue,"Manhattan, NY 10001"
POINT (-73.95859204572385 40.69240754384273),DOE_DYCD444,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,13K117,JHS 117,300,Willoughby Ave,Brooklyn,11205,School,150,No,Yes,No,No,Yes,No,No,Full-time,150,yes,yes,yes,Virtual Y - YMCA of Greater NY,300 Willoughby Ave,"Brooklyn, NY 11205"
POINT (-73.91034484159393 40.68891480145433),DOE_DYCD90,DOE,21st Century,212-374-5472,Ridgewood Bushwick Senior Citizen's Council,112453853,718-821-0254,32K296,IS 296,125,Covert Street,Brooklyn,11207,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Ridgewood Bushwick Senior Citizen's Council,125 Covert Street,"Brooklyn, NY 11207"
