Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency
,,,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,3.43E+11,28Q310,28,40.713395,-73.797066,"167-01 GOTHIC DR JAMAICA, NY 11432",JAMAICA,11432,"06,07,08,09,10,11,12",6,12,No,0.55,N/A,0.09,0.27,0.51,0.15,0.66,0.03,0.95,0.13,0.86,Meeting Target,0.83,Approaching Target,0.83,Meeting Target,0.72,Approaching Target,0.72,Approaching Target,0.84,Approaching Target,Meeting Target,2.47,2.53
,,,REDWOOD MIDDLE SCHOOL,3.43E+11,28Q332,28,40.675061,-73.77561,"133-25 GUY R BREWER BLVD JAMAICA, NY 11434",JAMAICA,11434,"06,07,08",6,8,No,0.58,N/A,0.02,0.09,0.77,0.08,0.85,0.01,0.94,0.19,0.91,N/A,0.99,N/A,0.91,N/A,0.98,N/A,0.85,N/A,0.98,N/A,N/A,2.37,2.44
,,,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,3.43E+11,28Q354,28,40.679787,-73.774018,"126-10 BEDELL ST JAMAICA, NY 11434",JAMAICA,11434,"PK,0K,01,02,03,04,05",PK,5,No,0.59,56318.26,0.03,0.02,0.9,0.06,0.96,0,0.93,0.22,0.92,Exceeding Target,0.83,Meeting Target,0.93,Meeting Target,0.72,Approaching Target,0.83,Approaching Target,0.85,Meeting Target,Approaching Target,2.28,2.43
,x,,M.S. 358,3.43E+11,28Q358,28,40.708473,-73.797859,"88-06 164TH ST JAMAICA, NY 11432",JAMAICA,11432,"06,07,08",6,8,No,N/A,N/A,0.19,0.23,0.38,0.32,0.7,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,3.43E+11,28Q680,28,40.71855,-73.805991,"160-20 GOETHALS AVE JAMAICA, NY 11432",JAMAICA,11432,"07,08,09,10,11,12",7,12,No,0.41,N/A,0,0.47,0.35,0.11,0.46,0.03,0.98,0.01,0.85,Meeting Target,0.59,Meeting Target,0.82,Exceeding Target,0.45,Not Meeting Target,0.66,Not Meeting Target,0.64,Not Meeting Target,Meeting Target,3.43,3.53
,,,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",3.43E+11,28Q896,28,40.708431,-73.804196,"150-91 87TH RD JAMAICA, NY 11432",JAMAICA,11432,"07,08,09,10,11,12",7,12,No,0.5,N/A,0.02,0.32,0.46,0.14,0.6,0.03,0.96,0.06,0.83,Approaching Target,0.85,Approaching Target,0.79,Meeting Target,0.8,Meeting Target,0.76,Approaching Target,0.87,Meeting Target,Meeting Target,3.06,3
,,,P.S. 015 JACKIE ROBINSON,3.43E+11,29Q015,29,40.685998,-73.756807,"121-15 LUCAS ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"0K,01,02,03,04,05",0K,5,No,0.54,70218.35,0.02,0.01,0.94,0.05,0.99,0,0.94,0.22,0.96,Meeting Target,0.88,Meeting Target,0.9,Meeting Target,0.85,Meeting Target,0.89,Meeting Target,0.91,Meeting Target,Meeting Target,2.51,2.72
,,,P.S. 033 EDWARD M. FUNK,3.43E+11,29Q033,29,40.727164,-73.73409,"91-37 222ND ST QUEENS VILLAGE, NY 11428",QUEENS VILLAGE,11428,"0K,01,02,03,04,05",0K,5,No,0.51,72362.29,0.15,0.46,0.17,0.26,0.43,0.04,0.94,0.16,0.95,Meeting Target,0.94,Meeting Target,0.97,Meeting Target,0.9,Exceeding Target,0.85,Meeting Target,0.97,Exceeding Target,Approaching Target,2.66,2.69
,,,P.S. 034 JOHN HARVARD,3.43E+11,29Q034,29,40.71089,-73.737967,"104-12 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11428",QUEENS VILLAGE,11428,"PK,0K,01,02,03,04,05",PK,5,No,0.54,67332.79,0.1,0.08,0.74,0.16,0.89,0.01,0.94,0.16,0.94,Exceeding Target,0.85,Meeting Target,0.93,Meeting Target,0.79,Meeting Target,0.81,Approaching Target,0.86,Approaching Target,Meeting Target,2.52,2.65
,,,P.S. 035 NATHANIEL WOODHULL,3.43E+11,29Q035,29,40.713433,-73.768881,"191-02 90TH AVE HOLLIS, NY 11423",HOLLIS,11423,"PK,0K,01,02,03,04,05",PK,5,No,0.63,54675.97,0.14,0.24,0.35,0.29,0.64,0.04,0.93,0.24,0.95,Meeting Target,0.9,Meeting Target,0.96,Meeting Target,0.77,Meeting Target,0.85,Meeting Target,0.9,Meeting Target,Meeting Target,2.44,2.71
,,,P.S. 036 SAINT ALBANS SCHOOL,3.43E+11,29Q036,29,40.690773,-73.763989,"187-01 FOCH BLVD SAINT ALBANS, NY 11412",SAINT ALBANS,11412,"0K,01,02,03,04,05",0K,5,No,0.61,68913.36,0.03,0,0.88,0.09,0.97,0,0.93,0.25,0.94,Meeting Target,0.89,Meeting Target,0.91,Meeting Target,0.75,Approaching Target,0.85,Meeting Target,0.87,Meeting Target,Meeting Target,2.48,2.51
,,,CYNTHIA JENKINS SCHOOL,3.43E+11,29Q037,29,40.676251,-73.758597,"179-37 137TH AVE JAMAICA, NY 11434",JAMAICA,11434,"PK,0K,01,02,03,04,05",PK,5,No,0.65,68856.71,0.03,0.02,0.9,0.07,0.97,0,0.93,0.21,0.9,Exceeding Target,0.87,Exceeding Target,0.85,Meeting Target,0.79,Meeting Target,0.86,Meeting Target,0.91,Meeting Target,Approaching Target,2.52,2.46
,,,P.S. 038 ROSEDALE,3.43E+11,29Q038,29,40.671631,-73.733976,"135-21 241ST ST ROSEDALE, NY 11422",ROSEDALE,11422,"0K,01,02,03,04,05",0K,5,No,0.46,83898.38,0.02,0.01,0.89,0.06,0.96,0.02,0.94,0.17,0.88,Approaching Target,0.89,Meeting Target,0.86,Meeting Target,0.89,Exceeding Target,0.9,Meeting Target,0.92,Meeting Target,Meeting Target,2.45,2.59
,,,P.S. 052 QUEENS,3.43E+11,29Q052,29,40.661251,-73.766923,"178-37 146TH TERRACE JAMAICA, NY 11434",JAMAICA,11434,"PK,0K,01,02,03,04,05",PK,5,No,0.69,69850.51,0.05,0.01,0.86,0.1,0.96,0.01,0.91,0.33,0.93,Meeting Target,0.9,Meeting Target,0.87,Approaching Target,0.83,Meeting Target,0.87,Meeting Target,0.91,Meeting Target,Meeting Target,2.44,2.36
,,,I.S. 059 SPRINGFIELD GARDENS,3.43E+11,29Q059,29,40.681888,-73.753044,"132-55 RIDGEDALE ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08",6,8,No,0.47,N/A,0.02,0.01,0.91,0.05,0.96,0.01,0.93,0.2,0.94,Meeting Target,0.87,Meeting Target,0.81,Meeting Target,0.79,Approaching Target,0.78,Approaching Target,0.85,Approaching Target,Approaching Target,2.38,2.3
,,,P.S. 095 EASTWOOD,3.43E+11,29Q095,29,40.710718,-73.783055,"179-01 90TH AVE JAMAICA, NY 11432",JAMAICA,11432,"0K,01,02,03,04,05",0K,5,No,0.72,41507.09,0.24,0.39,0.11,0.43,0.54,0.02,0.93,0.23,0.95,Exceeding Target,0.92,Exceeding Target,0.96,Meeting Target,0.87,Exceeding Target,0.87,Meeting Target,0.96,Exceeding Target,Exceeding Target,2.77,2.81
,,,JEAN NUZZI INTERMEDIATE SCHOOL,3.43E+11,29Q109,29,40.720412,-73.746572,"213-10 92ND AVE QUEENS VILLAGE, NY 11428",QUEENS VILLAGE,11428,"06,07,08",6,8,No,0.44,N/A,0.1,0.33,0.4,0.21,0.61,0.04,0.94,0.16,0.89,Meeting Target,0.86,Approaching Target,0.78,Approaching Target,0.82,Meeting Target,0.72,Approaching Target,0.86,Approaching Target,Meeting Target,2.53,2.55
,,,P.S./I.S. 116 WILLIAM C. HUGHLEY,3.43E+11,29Q116,29,40.70076,-73.781916,"107-25 WREN PL JAMAICA, NY 11433",JAMAICA,11433,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.75,48919.46,0.11,0.05,0.6,0.32,0.92,0.02,0.91,0.38,0.86,Meeting Target,0.83,Meeting Target,0.8,Approaching Target,0.77,Meeting Target,0.85,Meeting Target,0.87,Meeting Target,Approaching Target,2.26,2.24
,,,P.S. 118 LORRAINE HANSBERRY,3.43E+11,29Q118,29,40.703442,-73.765375,"190-20 109TH RD HOLLIS, NY 11423",HOLLIS,11423,"PK,0K,01,02,03,04,05",PK,5,No,0.62,62747.35,0.04,0.03,0.82,0.12,0.94,0,0.92,0.27,0.94,Meeting Target,0.87,Meeting Target,0.93,Meeting Target,0.64,Not Meeting Target,0.83,Approaching Target,0.84,Approaching Target,Approaching Target,2.39,2.47
,,,P.S. 131 ABIGAIL ADAMS,3.43E+11,29Q131,29,40.716997,-73.793918,"170-45 84TH AVE JAMAICA, NY 11432",JAMAICA,11432,"0K,01,02,03,04,05,SE",0K,5,No,0.57,60211,0.21,0.74,0.08,0.12,0.2,0.04,0.95,0.1,0.89,Exceeding Target,0.91,Exceeding Target,0.96,Exceeding Target,0.85,Meeting Target,0.81,Approaching Target,0.96,Exceeding Target,Exceeding Target,2.99,3.34
,,,P.S. 132 RALPH BUNCHE,3.43E+11,29Q132,29,40.681992,-73.749505,"132-15 218TH ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"PK,0K,01,02,03,04,05",PK,5,No,0.64,77296.87,0,0.01,0.93,0.04,0.97,0.01,0.94,0.16,0.93,Meeting Target,0.96,Meeting Target,0.94,Meeting Target,0.89,Exceeding Target,0.88,Meeting Target,0.95,Exceeding Target,Meeting Target,2.57,2.84
,,,P.S. 134 HOLLIS,3.43E+11,29Q134,29,40.70796,-73.755348,"203-02 109TH AVE HOLLIS, NY 11423",HOLLIS,11423,"PK,0K,01,02,03,04,05",PK,5,No,0.57,69948.92,0.1,0.03,0.86,0.09,0.95,0.01,0.92,0.32,0.86,Meeting Target,0.78,Approaching Target,0.79,Approaching Target,0.73,Approaching Target,0.85,Meeting Target,0.84,Approaching Target,Meeting Target,2.4,2.32
,,,THE BELLAIRE SCHOOL,3.43E+11,29Q135,29,40.72012,-73.757425,"207-11 89TH AVE QUEENS VILLAGE, NY 11427",QUEENS VILLAGE,11427,"0K,01,02,03,04,05",0K,5,No,0.51,63555.49,0.11,0.37,0.29,0.19,0.49,0.03,0.94,0.17,0.81,Approaching Target,0.69,Approaching Target,0.81,Approaching Target,0.55,Not Meeting Target,0.79,Approaching Target,0.79,Approaching Target,Meeting Target,2.7,2.71
,,,P.S. 136 ROY WILKINS,3.43E+11,29Q136,29,40.698936,-73.752691,"201-15 115TH AVE SAINT ALBANS, NY 11412",SAINT ALBANS,11412,"PK,0K,01,02,03,04,05",PK,5,No,0.59,71061.93,0.03,0.01,0.9,0.06,0.96,0.01,0.94,0.21,0.94,Meeting Target,0.84,Meeting Target,0.92,Meeting Target,0.77,Meeting Target,0.83,Approaching Target,0.84,Approaching Target,Meeting Target,2.47,2.34
,,,P.S./M.S. 138 SUNRISE,3.43E+11,29Q138,29,40.659983,-73.734434,"251-11 WELLER AVE ROSEDALE, NY 11422",ROSEDALE,11422,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.55,79063.05,0.04,0.03,0.84,0.08,0.92,0.02,0.94,0.19,0.86,Meeting Target,0.86,Meeting Target,0.79,Approaching Target,0.82,Meeting Target,0.81,Approaching Target,0.87,Approaching Target,Approaching Target,2.27,2.16
,,,P.S./M.S. 147 RONALD MCNAIR,3.43E+11,29Q147,29,40.698026,-73.740151,"218-01 116TH AVE CAMBRIA HEIGHTS, NY 11411",CAMBRIA HEIGHTS,11411,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.48,74346.24,0.03,0.01,0.95,0.02,0.97,0.01,0.92,0.3,0.85,Approaching Target,0.72,Approaching Target,0.9,Approaching Target,0.65,Not Meeting Target,0.72,Not Meeting Target,0.82,Approaching Target,Approaching Target,2.41,2.29
,,,P.S. 156 LAURELTON,3.43E+11,29Q156,29,40.672087,-73.743438,"229-02 137TH AVE SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"0K,01,02,03,04,05",0K,5,No,0.57,77635.55,0.04,0.02,0.9,0.06,0.97,0,0.91,0.32,0.91,Meeting Target,0.92,Meeting Target,0.82,Approaching Target,0.81,Meeting Target,0.82,Approaching Target,0.89,Meeting Target,Approaching Target,2.37,2.26
,,,P.S. 176 CAMBRIA HEIGHTS,3.43E+11,29Q176,29,40.68487,-73.729678,"120-45 235TH ST CAMBRIA HEIGHTS, NY 11411",CAMBRIA HEIGHTS,11411,"PK,0K,01,02,03,04,05",PK,5,No,0.38,83684.63,0.01,0.05,0.81,0.03,0.85,0,0.96,0.09,0.96,Exceeding Target,0.94,Meeting Target,0.94,Meeting Target,0.86,Exceeding Target,0.87,Meeting Target,0.94,Meeting Target,Meeting Target,3,2.93
,,,P.S. 181 BROOKFIELD,3.43E+11,29Q181,29,40.656203,-73.753128,"148-15 230TH ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"PK,0K,01,02,03,04,05",PK,5,No,0.54,76522.02,0.03,0.02,0.86,0.08,0.94,0.01,0.93,0.25,0.84,Meeting Target,0.84,Meeting Target,0.89,Meeting Target,0.82,Meeting Target,0.86,Meeting Target,0.93,Meeting Target,Approaching Target,2.43,2.42
,,,I.S. 192 THE LINDEN,3.43E+11,29Q192,29,40.706768,-73.753793,"109-89 204TH ST SAINT ALBANS, NY 11412",SAINT ALBANS,11412,"06,07,08",6,8,No,0.49,N/A,0.05,0.03,0.86,0.08,0.95,0.01,0.94,0.14,0.92,Approaching Target,0.95,Meeting Target,0.92,Exceeding Target,0.9,Exceeding Target,0.98,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.32,2.13
,,,P.S. 195 WILLIAM HABERLE,3.43E+11,29Q195,29,40.652625,-73.735205,"253-50 149TH AVE ROSEDALE, NY 11422",ROSEDALE,11422,"PK,0K,01,02,03,04,05",PK,5,No,0.52,77343.97,0.02,0.01,0.92,0.05,0.97,0.01,0.94,0.19,0.93,Meeting Target,0.94,Meeting Target,0.93,Meeting Target,0.91,Exceeding Target,0.97,Exceeding Target,0.95,Exceeding Target,Approaching Target,2.39,2.22
,,,P.S./I.S. 208,3.43E+11,29Q208,26,40.744184,-73.727581,"74-30 COMMONWLTH BLVD BELLEROSE, NY 11426",BELLEROSE,11426,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.3,73222.68,0.01,0.09,0.75,0.13,0.87,0.01,0.96,0.06,0.94,Exceeding Target,0.93,Exceeding Target,0.88,Meeting Target,0.84,Meeting Target,0.83,Approaching Target,0.91,Meeting Target,Meeting Target,2.86,2.92
,,,I.S. 238 - SUSAN B. ANTHONY ACADEMY,3.43E+11,29Q238,29,40.712772,-73.780173,"88-15 182ND ST HOLLIS, NY 11423",HOLLIS,11423,"06,07,08",6,8,No,0.61,N/A,0.15,0.27,0.39,0.28,0.67,0.02,0.93,0.21,0.81,Meeting Target,0.79,Approaching Target,0.8,N/A,0.75,Approaching Target,0.73,Approaching Target,0.87,Meeting Target,Approaching Target,2.34,2.33
,,,P.S. 251 QUEENS,3.43E+11,29Q251,29,40.665341,-73.759335,"144-51 ARTHUR ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"0K,01,02,03",0K,5,No,0.57,71741.52,0,0.02,0.92,0.03,0.95,0.01,0.95,0.1,0.88,N/A,0.88,N/A,0.95,N/A,0.77,N/A,0.86,N/A,0.91,N/A,N/A,N/A,N/A
,,,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,3.43E+11,29Q259,29,40.706768,-73.753793,"109-89 204TH ST SAINT ALBANS, NY 11412",SAINT ALBANS,11412,"06,07,08,09,10,11,12",6,12,No,0.4,N/A,0.03,0.04,0.88,0.06,0.94,0.01,0.96,0.1,0.86,Approaching Target,0.83,Meeting Target,0.84,Meeting Target,0.76,Approaching Target,0.75,Approaching Target,0.85,Approaching Target,Approaching Target,2.54,2.24
,,,P.S./I.S. 268,3.43E+11,29Q268,29,40.707652,-73.785219,"92-07 175TH ST JAMAICA, NY 11433",JAMAICA,11433,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.65,47432.34,0.08,0.27,0.34,0.27,0.61,0.02,0.94,0.16,0.91,Meeting Target,0.83,Meeting Target,0.88,Meeting Target,0.73,Approaching Target,0.78,Approaching Target,0.82,Approaching Target,Meeting Target,2.69,2.71
,,,THE GORDON PARKS SCHOOL,3.43E+11,29Q270,29,40.674937,-73.736741,"233-15 MERRICK BLVD ROSEDALE, NY 11422",ROSEDALE,11422,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.36,77770.17,0,0.01,0.97,0.02,0.98,0,0.96,0.09,0.91,Meeting Target,0.78,Approaching Target,0.87,Meeting Target,0.73,Approaching Target,0.82,Approaching Target,0.84,Approaching Target,Meeting Target,2.66,2.63
,,,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,3.43E+11,29Q283,29,40.668105,-73.757899,"143-10 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08,09,10,11,12",6,12,No,0.46,N/A,0.01,0.04,0.85,0.06,0.91,0.02,0.97,0.03,0.94,Exceeding Target,0.93,Exceeding Target,0.88,Exceeding Target,0.92,Exceeding Target,0.81,Meeting Target,0.91,Meeting Target,Meeting Target,2.68,2.6
,,,QUEENS UNITED MIDDLE SCHOOL,3.43E+11,29Q289,29,40.672087,-73.743438,"229-02 137TH AVE SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08",6,8,No,0.37,N/A,0.02,0.01,0.86,0.05,0.91,0.01,0.95,0.13,0.75,Meeting Target,0.86,Meeting Target,0.85,Meeting Target,0.84,Meeting Target,0.84,Meeting Target,0.91,Meeting Target,Not Meeting Target,2.34,2.18
,,,P.S./I.S. 295,3.43E+11,29Q295,29,40.72073,-73.731394,"222-14 JAMAICA AVE QUEENS VILLAGE, NY 11428",QUEENS VILLAGE,11428,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.42,67828.27,0.11,0.38,0.25,0.28,0.53,0.05,0.96,0.07,0.95,Meeting Target,0.85,Meeting Target,0.87,Meeting Target,0.69,Not Meeting Target,0.81,Approaching Target,0.82,Approaching Target,Meeting Target,2.82,2.85
,,,EAGLE ACADEMY FOR YOUNG MEN III,3.43E+11,29Q327,29,40.691665,-73.778987,"171-10 LINDEN BLVD JAMAICA, NY 11434",JAMAICA,11434,"06,07,08,09,10,11,12",6,12,No,0.42,N/A,0,0.01,0.86,0.03,0.9,0.03,0.93,0.27,0.81,Meeting Target,0.66,Meeting Target,0.81,N/A,0.61,Approaching Target,0.84,N/A,0.8,N/A,Meeting Target,2.41,2.42
,,,COLLABORATIVE ARTS MIDDLE SCHOOL,3.43E+11,29Q355,29,40.664858,-73.759088,"145-00 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08",6,8,No,0.56,N/A,0.02,0.01,0.91,0.06,0.97,0.01,0.92,0.26,0.84,Meeting Target,0.91,Meeting Target,0.78,Approaching Target,0.9,Meeting Target,0.8,Meeting Target,0.89,Meeting Target,Approaching Target,2.21,2.13
,,,COMMUNITY VOICES MIDDLE SCHOOL,3.43E+11,29Q356,29,40.664858,-73.759088,"145-00 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08",6,8,No,0.55,N/A,0.03,0.01,0.91,0.06,0.97,0.01,0.92,0.27,0.81,Meeting Target,0.85,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,0.75,Approaching Target,0.9,Meeting Target,Approaching Target,2.24,2.13
,,,P.S. 002 ALFRED ZIMBERG,3.43E+11,30Q002,30,40.7697,-73.89414,"75-10 21ST AVE JACKSON HEIGHTS, NY 11372",JACKSON HEIGHTS,11372,"0K,01,02,03,04,05",0K,5,No,0.47,60134.47,0.16,0.21,0.02,0.37,0.39,0.39,0.94,0.16,0.99,Exceeding Target,0.95,Meeting Target,0.98,Meeting Target,0.88,Meeting Target,0.84,Meeting Target,0.93,Meeting Target,Meeting Target,2.79,3.04
,,,I.S. 010 HORACE GREELEY,3.43E+11,30Q010,30,40.759518,-73.912499,"45-11 31ST AVE LONG ISLAND CITY, NY 11103",LONG ISLAND CITY,11103,"06,07,08",6,8,No,0.61,N/A,0.12,0.23,0.06,0.52,0.58,0.18,0.94,0.15,0.93,Meeting Target,0.95,Meeting Target,0.88,Meeting Target,0.88,Meeting Target,0.7,Approaching Target,0.93,Meeting Target,Exceeding Target,2.59,2.76
,,,P.S. 011 KATHRYN PHELAN,3.43E+11,30Q011,30,40.745517,-73.909077,"54-25 SKILLMAN AVE WOODSIDE, NY 11377",WOODSIDE,11377,"0K,01,02,03,04,05,06",0K,6,No,0.57,51298.3,0.25,0.38,0.02,0.5,0.51,0.09,0.95,0.12,0.91,Meeting Target,0.9,Exceeding Target,0.92,Exceeding Target,0.85,Meeting Target,0.85,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.76,2.95
,,,P.S. 017 HENRY DAVID THOREAU,3.43E+11,30Q017,30,40.768259,-73.922754,"28-37 29TH ST LONG ISLAND CITY, NY 11102",LONG ISLAND CITY,11102,"PK,0K,01,02,03,04,05",PK,5,No,0.7,46465.49,0.23,0.19,0.12,0.55,0.67,0.13,0.94,0.2,0.91,Approaching Target,0.9,Meeting Target,0.9,Meeting Target,0.78,Meeting Target,0.88,Meeting Target,0.95,Exceeding Target,Approaching Target,2.36,2.51
,,,P.S. 069 JACKSON HEIGHTS,3.43E+11,30Q069,30,40.748799,-73.888464,"77-02 37TH AVE JACKSON HEIGHTS, NY 11372",JACKSON HEIGHTS,11372,"PK,0K,01,02,03,04,05",PK,5,No,0.64,48032.5,0.17,0.5,0,0.4,0.41,0.08,0.97,0.07,0.91,Approaching Target,0.9,Approaching Target,0.94,Meeting Target,0.8,Meeting Target,0.85,Meeting Target,0.94,Exceeding Target,Meeting Target,2.88,3.07
,,,P.S. 070,3.43E+11,30Q070,30,40.761734,-73.913973,"30-45 42ND ST LONG ISLAND CITY, NY 11103",LONG ISLAND CITY,11103,"PK,0K,01,02,03,04,05",PK,5,No,0.58,58639.79,0.2,0.18,0.02,0.43,0.45,0.35,0.95,0.13,0.88,Meeting Target,0.76,Meeting Target,0.9,Meeting Target,0.62,Not Meeting Target,0.78,Approaching Target,0.78,Approaching Target,Meeting Target,2.72,2.91
,,,P.S. 076 WILLIAM HALLET,3.43E+11,30Q076,30,40.760848,-73.941632,"36-36 10TH ST LONG ISLAND CITY, NY 11106",LONG ISLAND CITY,11106,"PK,0K,01,02,03,04,05",PK,5,No,0.77,33120.79,0.12,0.09,0.31,0.47,0.77,0.11,0.93,0.26,0.82,Approaching Target,0.82,Meeting Target,0.86,Approaching Target,0.75,Approaching Target,0.76,Not Meeting Target,0.83,Approaching Target,Meeting Target,2.23,2.44
,,,P.S./I.S. 78Q,3.43E+11,30Q078,30,40.744465,-73.957666,"48-09 CENTER BLVD LONG ISLAND CITY, NY 11109",LONG ISLAND CITY,11109,"PK,0K,01,02,03,04,05",PK,5,No,0.23,98309.97,0.05,0.18,0.04,0.32,0.36,0.4,0.95,0.13,0.96,Exceeding Target,0.97,Exceeding Target,0.87,Meeting Target,0.89,Meeting Target,0.89,Exceeding Target,0.93,Meeting Target,Approaching Target,2.94,3.06
,,,P.S. 084 STEINWAY,3.43E+11,30Q084,30,40.771182,-73.906108,"22-45 41ST ST ASTORIA, NY 11105",ASTORIA,11105,"0K,01,02,03,04,05",0K,5,No,0.57,58081.89,0.11,0.09,0.07,0.39,0.46,0.43,0.94,0.17,0.95,Meeting Target,0.89,Meeting Target,0.89,Meeting Target,0.83,Meeting Target,0.84,Meeting Target,0.92,Meeting Target,Approaching Target,2.58,2.72
,,,P.S. 085 JUDGE CHARLES VALLONE,3.43E+11,30Q085,30,40.773009,-73.914843,"23-70 31ST ST LONG ISLAND CITY, NY 11105",LONG ISLAND CITY,11105,"PK,0K,01,02,03,04,05",PK,5,No,0.48,59442.38,0.09,0.18,0.04,0.31,0.35,0.43,0.94,0.19,0.97,Meeting Target,0.87,Meeting Target,0.95,Meeting Target,0.7,Approaching Target,0.84,Meeting Target,0.83,Approaching Target,Exceeding Target,3.11,3.35
,,,P.S. 092 HARRY T. STEWART SR.,3.43E+11,30Q092,30,40.755511,-73.868676,"99-01 34TH AVE CORONA, NY 11368",CORONA,11368,"PK,0K,01,02,03,04,05",PK,5,No,0.79,44258.79,0.33,0.01,0.02,0.96,0.98,0,0.96,0.06,0.9,Meeting Target,0.9,Approaching Target,0.91,Meeting Target,0.79,Meeting Target,0.83,Approaching Target,0.96,Exceeding Target,Meeting Target,2.18,2.37
,,,P.S. 111 JACOB BLACKWELL,3.43E+11,30Q111,30,40.75855,-73.939237,"37-15 13TH ST LONG ISLAND CITY, NY 11101",LONG ISLAND CITY,11101,"PK,0K,01,02,03,04,05,06,07,08",PK,8,Yes,0.85,26289.11,0.19,0.04,0.41,0.48,0.89,0.06,0.89,0.45,0.87,Approaching Target,0.84,Approaching Target,0.84,Approaching Target,0.76,Approaching Target,0.78,Approaching Target,0.83,Approaching Target,Approaching Target,2.06,2.03
,,,P.S. 112 DUTCH KILLS,3.43E+11,30Q112,30,40.757217,-73.933922,"25-05 37TH AVE LONG ISLAND CITY, NY 11101",LONG ISLAND CITY,11101,"0K,01,02,03,04,05",0K,5,No,0.82,40496.4,0.15,0.28,0.2,0.43,0.64,0.07,0.94,0.2,0.93,Meeting Target,0.91,Exceeding Target,0.93,Meeting Target,0.82,Meeting Target,0.86,Meeting Target,0.93,Meeting Target,Meeting Target,2.39,2.62
,,,P.S. 122 MAMIE FAY,3.43E+11,30Q122,30,40.780311,-73.91658,"21-21 DITMARS BLVD ASTORIA, NY 11105",ASTORIA,11105,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.42,54818.42,0.05,0.3,0.06,0.21,0.27,0.39,0.96,0.08,0.9,Exceeding Target,0.86,Exceeding Target,0.91,Meeting Target,0.71,Approaching Target,0.78,Approaching Target,0.92,Meeting Target,Exceeding Target,3.38,3.52
,,,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,3.43E+11,30Q126,30,40.766101,-73.929913,"31-51 21ST ST LONG ISLAND CITY, NY 11106",LONG ISLAND CITY,11106,"06,07,08",6,8,No,0.71,N/A,0.12,0.25,0.15,0.49,0.64,0.1,0.94,0.2,0.9,Exceeding Target,0.97,Exceeding Target,0.91,Meeting Target,0.93,Exceeding Target,0.81,Meeting Target,0.96,Exceeding Target,Meeting Target,2.46,2.51
